월 구분,주 구분,브랜드명,상품명,추가 구분,유형구분,일 구분,목표,캠페인,세트이름,비용,노출,클릭,전환수,전환값,ctr,cpc,cpa,cvr,roas
2025. 8. 1,2025. 8. 25,기존제품,기타,기타,GFA_카탈로그,2025-08-31,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 8. 1,2025. 8. 25,기존제품,기타,기타,GFA_카탈로그,2025-08-31,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,830.0,3377,3,0.0,0.0,0.09,277.0,0.0,0.0,0.0
2025. 8. 1,2025. 8. 25,기존제품,기타,기타,GFA_카탈로그,2025-08-31,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 8. 1,2025. 8. 25,기존제품,기타,기타,GFA_카탈로그,2025-08-31,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,2783.0,598,9,0.0,0.0,1.51,309.0,0.0,0.0,0.0
2025. 8. 1,2025. 8. 25,기존제품,기타,기타,GFA_카탈로그,2025-08-31,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,627.0,714,2,0.0,0.0,0.28,314.0,0.0,0.0,0.0
2025. 8. 1,2025. 8. 25,기존제품,기타,기타,GFA_애드부스트,2025-08-31,ADVoost 쇼핑,ADVoost-전제품-자사몰-1949,ADVoost-전제품-자사몰-1949,4114.0,325,10,0.0,0.0,3.08,411.0,0.0,0.0,0.0
2025. 8. 1,2025. 8. 25,기존제품,기타,기타,GFA_애드부스트,2025-08-31,ADVoost 쇼핑,ADVoost-전제품-스스-1949,ADVoost-전제품-스스-1949,40681.0,10150,81,7.0,156900.0,0.8,502.0,5812.0,8.64,386.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_트래픽,2025-08-01,LINK_CLICKS,트래픽-전제품,트래픽 데이지 이미지,9699.0,916,39,0.0,0.0,4.26,249.0,0.0,0.0,0.0
2025. 8. 1,2025. 7. 28,기존제품,기타,기타,메타_트래픽,2025-08-01,LINK_CLICKS,트래픽-전제품,트래픽 민혁,9649.0,1075,50,0.0,0.0,4.65,193.0,0.0,0.0,0.0
2025. 8. 1,2025. 7. 28,기존제품,기타,기타,메타_트래픽,2025-08-01,LINK_CLICKS,트래픽-전제품,트래픽 사라음성 -,9880.0,928,38,0.0,0.0,4.09,260.0,0.0,0.0,0.0
2025. 8. 1,2025. 7. 28,기존제품,호랑이러그,기타,메타_트래픽,2025-08-01,LINK_CLICKS,트래픽-전제품,트래픽 호랑이 파란이미지,9688.0,1400,55,0.0,0.0,3.93,176.0,0.0,0.0,0.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_전환,2025-08-01,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-계절이바뀜,32067.0,1780,26,2.0,41400.0,1.46,1233.0,16034.0,7.69,129.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_전환,2025-08-01,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-사라9,40291.0,1629,40,4.0,84000.0,2.46,1007.0,10073.0,10.0,208.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_전환,2025-08-01,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-애기더빙,5647.0,256,9,1.0,22800.0,3.52,627.0,5647.0,11.11,404.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_전환,2025-08-01,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-이거진짜물건,794.0,41,1,0.0,0.0,2.44,794.0,0.0,0.0,0.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_전환,2025-08-01,OUTCOME_SALES,구매-발매트_11.04종료,데이지-이미지-매일뽀송,38293.0,1894,28,3.0,79100.0,1.48,1368.0,12764.0,10.71,207.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_전환,2025-08-01,OUTCOME_SALES,구매-발매트_11.04종료,수동 데이지 애기더빙,217327.0,16872,420,7.0,179000.0,2.49,517.0,31047.0,1.67,82.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_전환,2025-08-01,OUTCOME_SALES,구매-발매트_11.04종료,토마토 호수,146758.0,24485,280,17.0,421000.0,1.14,524.0,8633.0,6.07,287.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_전환,2025-08-01,OUTCOME_SALES,구매-발매트_11.04종료,토마토-동영상-영은,79698.0,3810,116,4.0,130600.0,3.04,687.0,19924.0,3.45,164.0
2025. 8. 1,2025. 7. 28,기존제품,룸슈즈,기타,메타_전환,2025-08-01,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리가소개,39828.0,1502,43,1.0,29800.0,2.86,926.0,39828.0,2.33,75.0
2025. 8. 1,2025. 7. 28,기존제품,룸슈즈,기타,메타_전환,2025-08-01,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-현주-애착실내화,92528.0,6362,73,4.0,119200.0,1.15,1268.0,23132.0,5.48,129.0
2025. 8. 1,2025. 7. 28,기존제품,룸슈즈,기타,메타_전환,2025-08-01,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리룸슈즈,150936.0,10688,135,8.0,438760.0,1.26,1118.0,18867.0,5.93,291.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_전환,2025-08-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,1-데이지,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_전환,2025-08-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,6-데이지만_⭐편집 living_vely,2838.0,151,2,0.0,0.0,1.32,1419.0,0.0,0.0,0.0
2025. 8. 1,2025. 7. 28,기존제품,기타,기타,메타_전환,2025-08-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,asc 사라음성,4618.0,321,8,0.0,0.0,2.49,577.0,0.0,0.0,0.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_전환,2025-08-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,asc 토마토 유정,284491.0,25998,520,18.0,511500.0,2.0,547.0,15805.0,3.46,180.0
2025. 8. 1,2025. 7. 28,기존제품,기타,기타,메타_전환,2025-08-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,3595.0,207,5,0.0,0.0,2.42,719.0,0.0,0.0,0.0
2025. 8. 1,2025. 7. 28,기존제품,기타,기타,메타_전환,2025-08-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,어드벤티지 호수 실내화 -028 -,1029.0,32,1,0.0,0.0,3.12,1029.0,0.0,0.0,0.0
2025. 8. 1,2025. 7. 28,기존제품,기타,기타,메타_전환,2025-08-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,영상 애기 더빙,2364.0,126,2,0.0,0.0,1.59,1182.0,0.0,0.0,0.0
2025. 8. 1,2025. 7. 28,기존제품,기타,기타,메타_전환,2025-08-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25,691.0,45,0,1.0,24600.0,0.0,0.0,691.0,0.0,3560.0
2025. 8. 1,2025. 7. 28,기존제품,기타,기타,메타_전환,2025-08-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -초록,317.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 8. 1,2025. 7. 28,기존제품,기타,기타,메타_전환,2025-08-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -파랑,393.0,21,1,0.0,0.0,4.76,393.0,0.0,0.0,0.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_전환,2025-08-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24 데이지,244.0,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 8. 1,2025. 7. 28,기존제품,기타,기타,메타_전환,2025-08-01,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24-2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 8. 1,2025. 7. 28,기존제품,기타,기타,메타_전환,2025-08-01,OUTCOME_SALES,예일 테스트,사라(예일),206202.0,11838,217,18.0,618100.0,1.83,950.0,11456.0,8.29,300.0
2025. 8. 1,2025. 7. 28,기존제품,기타,기타,메타_전환,2025-08-01,OUTCOME_SALES,예일 테스트,예일_짜집기(ver2),0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 8. 1,2025. 7. 28,기존제품,기타,기타,메타_전환,2025-08-01,OUTCOME_SALES,예일 테스트,예일_짜집기(ver3),0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_트래픽,2025-08-02,LINK_CLICKS,트래픽-전제품,트래픽 데이지 이미지,10377.0,1060,45,2.0,81000.0,4.25,231.0,5188.0,4.44,781.0
2025. 8. 1,2025. 7. 28,기존제품,기타,기타,메타_트래픽,2025-08-02,LINK_CLICKS,트래픽-전제품,트래픽 민혁,9792.0,990,46,1.0,29600.0,4.65,213.0,9792.0,2.17,302.0
2025. 8. 1,2025. 7. 28,기존제품,기타,기타,메타_트래픽,2025-08-02,LINK_CLICKS,트래픽-전제품,트래픽 사라음성 -,9708.0,955,47,1.0,21800.0,4.92,207.0,9708.0,2.13,225.0
2025. 8. 1,2025. 7. 28,기존제품,호랑이러그,기타,메타_트래픽,2025-08-02,LINK_CLICKS,트래픽-전제품,트래픽 호랑이 파란이미지,9928.0,1496,55,0.0,0.0,3.68,181.0,0.0,0.0,0.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_전환,2025-08-02,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-계절이바뀜,38941.0,1962,44,2.0,54400.0,2.24,885.0,19470.0,4.55,140.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_전환,2025-08-02,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-사라9,43519.0,1805,44,7.0,217200.0,2.44,989.0,6217.0,15.91,499.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_전환,2025-08-02,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-애기더빙,7646.0,259,8,1.0,19800.0,3.09,956.0,7646.0,12.5,259.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_전환,2025-08-02,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-이거진짜물건,1708.0,66,1,0.0,0.0,1.52,1708.0,0.0,0.0,0.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_전환,2025-08-02,OUTCOME_SALES,구매-발매트_11.04종료,데이지-이미지-매일뽀송,33632.0,1473,37,1.0,16800.0,2.51,909.0,33632.0,2.7,50.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_전환,2025-08-02,OUTCOME_SALES,구매-발매트_11.04종료,수동 데이지 애기더빙,230043.0,16576,479,15.0,424500.0,2.89,480.0,15336.0,3.13,185.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_전환,2025-08-02,OUTCOME_SALES,구매-발매트_11.04종료,토마토 호수,153117.0,22822,298,6.0,198300.0,1.31,514.0,25520.0,2.01,130.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_전환,2025-08-02,OUTCOME_SALES,구매-발매트_11.04종료,토마토-동영상-영은,85087.0,3888,132,6.0,215900.0,3.4,645.0,14181.0,4.55,254.0
2025. 8. 1,2025. 7. 28,기존제품,룸슈즈,기타,메타_전환,2025-08-02,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리가소개,38622.0,1458,50,4.0,178800.0,3.43,772.0,9656.0,8.0,463.0
2025. 8. 1,2025. 7. 28,기존제품,룸슈즈,기타,메타_전환,2025-08-02,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-현주-애착실내화,97003.0,5743,78,6.0,200500.0,1.36,1244.0,16167.0,7.69,207.0
2025. 8. 1,2025. 7. 28,기존제품,룸슈즈,기타,메타_전환,2025-08-02,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리룸슈즈,160941.0,11227,179,13.0,563800.0,1.59,899.0,12380.0,7.26,350.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_전환,2025-08-02,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,1-데이지,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_전환,2025-08-02,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,6-데이지만_⭐편집 living_vely,2091.0,110,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 8. 1,2025. 7. 28,기존제품,기타,기타,메타_전환,2025-08-02,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,asc 사라음성,8360.0,426,6,1.0,35600.0,1.41,1393.0,8360.0,16.67,426.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_전환,2025-08-02,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,asc 토마토 유정,255882.0,22365,447,19.0,493200.0,2.0,572.0,13467.0,4.25,193.0
2025. 8. 1,2025. 7. 28,기존제품,기타,기타,메타_전환,2025-08-02,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,5028.0,319,8,1.0,14800.0,2.51,628.0,5028.0,12.5,294.0
2025. 8. 1,2025. 7. 28,기존제품,기타,기타,메타_전환,2025-08-02,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,어드벤티지 호수 실내화 -028 -,1351.0,46,1,0.0,0.0,2.17,1351.0,0.0,0.0,0.0
2025. 8. 1,2025. 7. 28,기존제품,기타,기타,메타_전환,2025-08-02,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,영상 애기 더빙,5262.0,207,9,1.0,35600.0,4.35,585.0,5262.0,11.11,677.0
2025. 8. 1,2025. 7. 28,기존제품,기타,기타,메타_전환,2025-08-02,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25,1983.0,68,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 8. 1,2025. 7. 28,기존제품,기타,기타,메타_전환,2025-08-02,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -초록,108.0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 8. 1,2025. 7. 28,기존제품,기타,기타,메타_전환,2025-08-02,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -파랑,760.0,76,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_전환,2025-08-02,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24 데이지,638.0,19,1,0.0,0.0,5.26,638.0,0.0,0.0,0.0
2025. 8. 1,2025. 7. 28,기존제품,기타,기타,메타_전환,2025-08-02,OUTCOME_SALES,예일 테스트,사라(예일),210114.0,11437,196,13.0,397400.0,1.71,1072.0,16163.0,6.63,189.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_트래픽,2025-08-03,LINK_CLICKS,트래픽-전제품,트래픽 데이지 이미지,11075.0,1103,38,1.0,39600.0,3.45,291.0,11075.0,2.63,358.0
2025. 8. 1,2025. 7. 28,기존제품,기타,기타,메타_트래픽,2025-08-03,LINK_CLICKS,트래픽-전제품,트래픽 민혁,10944.0,1192,50,0.0,0.0,4.19,219.0,0.0,0.0,0.0
2025. 8. 1,2025. 7. 28,기존제품,기타,기타,메타_트래픽,2025-08-03,LINK_CLICKS,트래픽-전제품,트래픽 사라음성 -,10993.0,1154,50,0.0,0.0,4.33,220.0,0.0,0.0,0.0
2025. 8. 1,2025. 7. 28,기존제품,호랑이러그,기타,메타_트래픽,2025-08-03,LINK_CLICKS,트래픽-전제품,트래픽 호랑이 파란이미지,10913.0,1538,54,0.0,0.0,3.51,202.0,0.0,0.0,0.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_전환,2025-08-03,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-계절이바뀜,39967.0,2593,47,4.0,86000.0,1.81,850.0,9992.0,8.51,215.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_전환,2025-08-03,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-사라9,38686.0,1870,38,1.0,21800.0,2.03,1018.0,38686.0,2.63,56.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_전환,2025-08-03,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-애기더빙,5938.0,275,9,1.0,22800.0,3.27,660.0,5938.0,11.11,384.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_전환,2025-08-03,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-이거진짜물건,1581.0,108,1,1.0,19800.0,0.93,1581.0,1581.0,100.0,1252.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_전환,2025-08-03,OUTCOME_SALES,구매-발매트_11.04종료,데이지-이미지-매일뽀송,40660.0,2170,48,4.0,93000.0,2.21,847.0,10165.0,8.33,229.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_전환,2025-08-03,OUTCOME_SALES,구매-발매트_11.04종료,수동 데이지 애기더빙,230644.0,17137,533,32.0,871320.0,3.11,433.0,7208.0,6.0,378.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_전환,2025-08-03,OUTCOME_SALES,구매-발매트_11.04종료,토마토 호수,158763.0,27223,320,13.0,291300.0,1.18,496.0,12213.0,4.06,183.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_전환,2025-08-03,OUTCOME_SALES,구매-발매트_11.04종료,토마토-동영상-영은,83428.0,4269,131,4.0,69300.0,3.07,637.0,20857.0,3.05,83.0
2025. 8. 1,2025. 7. 28,기존제품,룸슈즈,기타,메타_전환,2025-08-03,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리가소개,33523.0,1513,42,1.0,26800.0,2.78,798.0,33523.0,2.38,80.0
2025. 8. 1,2025. 7. 28,기존제품,룸슈즈,기타,메타_전환,2025-08-03,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-현주-애착실내화,75485.0,5581,88,2.0,126000.0,1.58,858.0,37742.0,2.27,167.0
2025. 8. 1,2025. 7. 28,기존제품,룸슈즈,기타,메타_전환,2025-08-03,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리룸슈즈,161877.0,12250,173,11.0,331400.0,1.41,936.0,14716.0,6.36,205.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_전환,2025-08-03,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,1-데이지,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_전환,2025-08-03,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,6-데이지만_⭐편집 living_vely,4556.0,175,5,1.0,24800.0,2.86,911.0,4556.0,20.0,544.0
2025. 8. 1,2025. 7. 28,기존제품,기타,기타,메타_전환,2025-08-03,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,asc 사라음성,12772.0,691,10,0.0,0.0,1.45,1277.0,0.0,0.0,0.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_전환,2025-08-03,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,asc 토마토 유정,280398.0,26292,472,22.0,701700.0,1.8,594.0,12745.0,4.66,250.0
2025. 8. 1,2025. 7. 28,기존제품,기타,기타,메타_전환,2025-08-03,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,7185.0,469,10,1.0,29600.0,2.13,718.0,7185.0,10.0,412.0
2025. 8. 1,2025. 7. 28,기존제품,기타,기타,메타_전환,2025-08-03,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,어드벤티지 호수 실내화 -028 -,997.0,42,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 8. 1,2025. 7. 28,기존제품,기타,기타,메타_전환,2025-08-03,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,영상 애기 더빙,6860.0,419,11,2.0,68200.0,2.63,624.0,3430.0,18.18,994.0
2025. 8. 1,2025. 7. 28,기존제품,기타,기타,메타_전환,2025-08-03,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25,1679.0,85,3,1.0,39600.0,3.53,560.0,1679.0,33.33,2359.0
2025. 8. 1,2025. 7. 28,기존제품,기타,기타,메타_전환,2025-08-03,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -초록,430.0,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 8. 1,2025. 7. 28,기존제품,기타,기타,메타_전환,2025-08-03,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -파랑,521.0,104,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 8. 1,2025. 7. 28,기존제품,발매트,기타,메타_전환,2025-08-03,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24 데이지,541.0,17,1,0.0,0.0,5.88,541.0,0.0,0.0,0.0
2025. 8. 1,2025. 7. 28,기존제품,기타,기타,메타_전환,2025-08-03,OUTCOME_SALES,예일 테스트,사라(예일),208107.0,12045,179,8.0,336400.0,1.49,1163.0,26013.0,4.47,162.0
2025. 8. 1,2025. 8. 4,기존제품,발매트,기타,메타_트래픽,2025-08-04,LINK_CLICKS,트래픽-전제품,트래픽 데이지 이미지,10062.0,1092,35,0.0,0.0,3.21,287.0,0.0,0.0,0.0
2025. 8. 1,2025. 8. 4,기존제품,기타,기타,메타_트래픽,2025-08-04,LINK_CLICKS,트래픽-전제품,트래픽 민혁,9832.0,979,29,0.0,0.0,2.96,339.0,0.0,0.0,0.0
2025. 8. 1,2025. 8. 4,기존제품,기타,기타,메타_트래픽,2025-08-04,LINK_CLICKS,트래픽-전제품,트래픽 사라음성 -,9844.0,1079,49,0.0,0.0,4.54,201.0,0.0,0.0,0.0
2025. 8. 1,2025. 8. 4,기존제품,호랑이러그,기타,메타_트래픽,2025-08-04,LINK_CLICKS,트래픽-전제품,트래픽 호랑이 파란이미지,10345.0,1498,52,1.0,54900.0,3.47,199.0,10345.0,1.92,531.0
2025. 8. 1,2025. 8. 4,기존제품,발매트,기타,메타_전환,2025-08-04,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-계절이바뀜,40684.0,2300,42,1.0,11800.0,1.83,969.0,40684.0,2.38,29.0
2025. 8. 1,2025. 8. 4,기존제품,발매트,기타,메타_전환,2025-08-04,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-사라9,33102.0,1653,33,1.0,24800.0,2.0,1003.0,33102.0,3.03,75.0
2025. 8. 1,2025. 8. 4,기존제품,발매트,기타,메타_전환,2025-08-04,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-애기더빙,5323.0,268,6,1.0,35600.0,2.24,887.0,5323.0,16.67,669.0
2025. 8. 1,2025. 8. 4,기존제품,발매트,기타,메타_전환,2025-08-04,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-이거진짜물건,1471.0,68,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 8. 1,2025. 8. 4,기존제품,발매트,기타,메타_전환,2025-08-04,OUTCOME_SALES,구매-발매트_11.04종료,데이지-이미지-매일뽀송,36200.0,2148,45,3.0,94000.0,2.09,804.0,12067.0,6.67,260.0
2025. 8. 1,2025. 8. 4,기존제품,발매트,기타,메타_전환,2025-08-04,OUTCOME_SALES,구매-발매트_11.04종료,수동 데이지 애기더빙,221151.0,14087,423,15.0,521020.0,3.0,523.0,14743.0,3.55,236.0
2025. 8. 1,2025. 8. 4,기존제품,발매트,기타,메타_전환,2025-08-04,OUTCOME_SALES,구매-발매트_11.04종료,토마토 호수,150815.0,19577,276,13.0,357107.0,1.41,546.0,11601.0,4.71,237.0
2025. 8. 1,2025. 8. 4,기존제품,발매트,기타,메타_전환,2025-08-04,OUTCOME_SALES,구매-발매트_11.04종료,토마토-동영상-영은,77657.0,3347,111,5.0,113100.0,3.32,700.0,15531.0,4.5,146.0
2025. 8. 1,2025. 8. 4,기존제품,룸슈즈,기타,메타_전환,2025-08-04,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리가소개,31332.0,1263,26,2.0,59600.0,2.06,1205.0,15666.0,7.69,190.0
2025. 8. 1,2025. 8. 4,기존제품,룸슈즈,기타,메타_전환,2025-08-04,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-현주-애착실내화,69227.0,3977,46,5.0,149000.0,1.16,1505.0,13845.0,10.87,215.0
2025. 8. 1,2025. 8. 4,기존제품,룸슈즈,기타,메타_전환,2025-08-04,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리룸슈즈,149027.0,10045,169,7.0,237900.0,1.68,882.0,21290.0,4.14,160.0
2025. 8. 1,2025. 8. 4,기존제품,발매트,기타,메타_전환,2025-08-04,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,1-데이지,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 8. 1,2025. 8. 4,기존제품,발매트,기타,메타_전환,2025-08-04,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,6-데이지만_⭐편집 living_vely,10105.0,490,13,1.0,24800.0,2.65,777.0,10105.0,7.69,245.0
2025. 8. 1,2025. 8. 4,기존제품,기타,기타,메타_전환,2025-08-04,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,asc 사라음성,27441.0,1782,25,3.0,91000.0,1.4,1098.0,9147.0,12.0,332.0
2025. 8. 1,2025. 8. 4,기존제품,발매트,기타,메타_전환,2025-08-04,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,asc 토마토 유정,225125.0,15773,357,17.0,548900.0,2.26,631.0,13243.0,4.76,244.0
2025. 8. 1,2025. 8. 4,기존제품,기타,기타,메타_전환,2025-08-04,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,11045.0,848,6,0.0,0.0,0.71,1841.0,0.0,0.0,0.0
2025. 8. 1,2025. 8. 4,기존제품,기타,기타,메타_전환,2025-08-04,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,어드벤티지 호수 실내화 -028 -,1315.0,62,1,0.0,0.0,1.61,1315.0,0.0,0.0,0.0
